# size in redshift 18 - size in energy 50
# z - eps [eV] - n [1/eV/m3] - I_gamma [1/eV2/m3]
  0.00, 1.239842e-03, 5.564324e+07, 8.366624e+10
  0.00, 1.495928e-03, 7.509927e+07, 7.476213e+10
  0.00, 1.804909e-03, 1.005945e+08, 6.480088e+10
  0.00, 2.177708e-03, 1.293782e+08, 5.394873e+10
  0.00, 2.627509e-03, 1.568638e+08, 4.270271e+10
  0.00, 3.170215e-03, 1.765308e+08, 3.179915e+10
  0.00, 3.825015e-03, 1.816584e+08, 2.205319e+10
  0.00, 4.615062e-03, 1.677570e+08, 1.414924e+10
  0.00, 5.568292e-03, 1.390249e+08, 8.417895e+09
  0.00, 6.718410e-03, 1.047223e+08, 4.648039e+09
  0.00, 8.106081e-03, 7.172576e+07, 2.399144e+09
  0.00, 9.780373e-03, 4.561112e+07, 1.165381e+09
  0.00, 1.180049e-02, 2.721490e+07, 5.334813e+08
  0.00, 1.423785e-02, 1.524809e+07, 2.291011e+08
  0.00, 1.717864e-02, 7.952787e+06, 9.204928e+07
  0.00, 2.072685e-02, 3.778115e+06, 3.476493e+07
  0.00, 2.500793e-02, 1.589564e+06, 1.346209e+07
  0.00, 3.017326e-02, 7.016785e+05, 5.988019e+06
  0.00, 3.640548e-02, 3.724823e+05, 3.021599e+06
  0.00, 4.392494e-02, 2.195991e+05, 1.658176e+06
  0.00, 5.299752e-02, 1.387520e+05, 9.657664e+05
  0.00, 6.394402e-02, 9.620118e+04, 5.956752e+05
  0.00, 7.715152e-02, 7.841122e+04, 3.616545e+05
  0.00, 9.308696e-02, 5.689640e+04, 2.088214e+05
  0.00, 1.123139e-01, 3.400768e+04, 1.260751e+05
  0.00, 1.355121e-01, 2.126554e+04, 8.494070e+04
  0.00, 1.635018e-01, 1.637590e+04, 6.156862e+04
  0.00, 1.972725e-01, 1.475822e+04, 4.536232e+04
  0.00, 2.380187e-01, 1.392553e+04, 3.290922e+04
  0.00, 2.871813e-01, 1.308923e+04, 2.318032e+04
  0.00, 3.464978e-01, 1.191276e+04, 1.568506e+04
  0.00, 4.180661e-01, 1.038481e+04, 1.016582e+04
  0.00, 5.044171e-01, 8.643131e+03, 6.242076e+03
  0.00, 6.086010e-01, 6.678506e+03, 3.634621e+03
  0.00, 7.343078e-01, 4.834140e+03, 2.010413e+03
  0.00, 8.859748e-01, 3.305873e+03, 1.066144e+03
  0.00, 1.068977e+00, 2.185228e+03, 5.362972e+02
  0.00, 1.289769e+00, 1.352436e+03, 2.551911e+02
  0.00, 1.556163e+00, 7.880426e+02, 1.141495e+02
  0.00, 1.877581e+00, 4.218204e+02, 4.872636e+01
  0.00, 2.265379e+00, 2.148385e+02, 2.027671e+01
  0.00, 2.733338e+00, 1.034482e+02, 8.554488e+00
  0.00, 3.297891e+00, 5.186386e+01, 3.880690e+00
  0.00, 3.979081e+00, 3.079774e+01, 1.764267e+00
  0.00, 4.800937e+00, 1.807456e+01, 7.230426e-01
  0.00, 5.792571e+00, 9.073103e+00, 2.393041e-01
  0.00, 6.988963e+00, 3.301585e+00, 6.571178e-02
  0.00, 8.432578e+00, 1.061607e+00, 1.513270e-02
  0.00, 1.017431e+01, 2.904829e-01, 2.838579e-03
  0.00, 1.227566e+01, 2.070744e-02, 0.000000e+00
  0.01, 1.239842e-03, 5.421952e+07, 8.243260e+10
  0.01, 1.495928e-03, 7.317182e+07, 7.375498e+10
  0.01, 1.804909e-03, 9.813545e+07, 6.404695e+10
  0.01, 2.177708e-03, 1.265564e+08, 5.344439e+10
  0.01, 2.627509e-03, 1.539705e+08, 4.242736e+10
  0.01, 3.170215e-03, 1.740348e+08, 3.170086e+10
  0.01, 3.825015e-03, 1.800142e+08, 2.207077e+10
  0.01, 4.615062e-03, 1.672277e+08, 1.421502e+10
  0.01, 5.568292e-03, 1.392898e+08, 8.488116e+09
  0.01, 6.718410e-03, 1.054245e+08, 4.702550e+09
  0.01, 8.106081e-03, 7.249091e+07, 2.434316e+09
  0.01, 9.780373e-03, 4.623702e+07, 1.185714e+09
  0.01, 1.180049e-02, 2.766373e+07, 5.443428e+08
  0.01, 1.423785e-02, 1.554537e+07, 2.345997e+08
  0.01, 1.717864e-02, 8.146149e+06, 9.459844e+07
  0.01, 2.072685e-02, 3.893224e+06, 3.579121e+07
